Best_Mag	Petro_Mag_g	Difference	My_RA	CSC_RA	My_DEC	CSC_DEC
18	17	0	114	170	15	14
18	17	0	114	176	15	15
18	17	0	114	148	15	5
18	17	0	114	150	15	13
18	17	0	114	161	15	5
18	17	0	114	162	15	12
18	17	0	114	131	15	11
18	17	0	114	143	15	13
18	17	0	114	145	15	13
18	17	0	114	145	15	8
18	17	0	114	145	15	9
18	17	0	114	146	15	10
18	17	0	114	146	15	14
18	17	0	114	148	15	14
18	17	0	114	140	15	9
18	17	0	114	143	15	14
18	17	0	114	143	15	11
18	17	0	114	143	15	11
18	17	0	114	144	15	7
18	17	0	114	146	15	15
18	17	0	114	147	15	15
18	17	0	114	149	15	9
18	17	0	114	151	15	13
18	17	0	114	155	15	4
18	17	0	114	143	15	13
18	17	0	114	143	15	13
18	17	0	114	143	15	9
18	17	0	114	143	15	14
18	17	0	114	146	15	9
18	17	0	114	151	15	10
18	17	0	114	155	15	8
18	17	0	114	156	15	4
18	17	0	114	156	15	15
18	17	0	114	159	15	10
18	17	0	114	160	15	13
18	17	0	114	162	15	14
18	17	0	114	142	15	8
18	17	0	114	143	15	11
18	17	0	114	143	15	9
18	17	0	114	144	15	14
18	17	0	114	144	15	15
18	17	0	114	146	15	15
18	17	0	114	146	15	9
18	17	0	114	147	15	7
18	17	0	114	147	15	5
18	17	0	114	147	15	4
18	17	0	114	124	15	12
18	17	0	114	134	15	9
18	17	0	114	144	15	5
18	17	0	114	146	15	5
18	17	0	114	147	15	14
18	17	0	114	144	15	4
18	17	0	114	146	15	6
18	17	0	114	146	15	8
18	17	0	114	146	15	8
18	17	0	114	147	15	6
18	17	0	114	147	15	9
18	17	0	114	149	15	13
18	17	0	114	122	15	9
18	17	0	114	138	15	14
18	17	0	114	144	15	9
18	17	0	114	147	15	9
18	17	0	114	150	15	13
18	17	0	114	129	15	12
18	17	0	114	137	15	12
18	17	0	114	140	15	13
18	17	0	114	143	15	11
18	17	0	114	143	15	8
18	17	0	114	143	15	7
18	17	0	114	150	15	4
18	17	0	114	151	15	15
18	17	0	114	156	15	11
18	17	0	114	123	15	14
18	17	0	114	127	15	5
18	17	0	114	140	15	10
18	17	0	114	143	15	11
18	17	0	114	143	15	11
18	17	0	114	143	15	10
18	17	0	114	143	15	11
18	17	0	114	144	15	13
18	17	0	114	147	15	13
18	17	0	114	157	15	12
18	17	0	114	159	15	12
18	17	0	114	170	15	4
18	17	0	114	170	15	11
18	17	0	114	172	15	4
18	17	0	114	175	15	7
18	17	0	114	176	15	9
18	17	0	114	121	15	13
18	17	0	114	139	15	10
18	17	0	114	142	15	12
18	17	0	114	149	15	14
18	17	0	114	150	15	15
18	17	0	114	150	15	6
18	17	0	114	159	15	13
18	17	0	114	170	15	9
18	17	0	114	173	15	9
18	17	0	114	175	15	11
18	17	0	114	177	15	12
18	17	0	114	121	15	15
18	17	0	114	143	15	14
18	17	0	114	151	15	15
18	17	0	114	154	15	6
18	17	0	114	155	15	5
18	17	0	114	157	15	15
18	17	0	114	160	15	15
18	17	0	114	161	15	7
18	17	0	114	161	15	9
18	17	0	114	171	15	7
18	17	0	114	176	15	6
18	17	0	114	176	15	12
18	17	0	114	121	15	12
18	17	0	114	121	15	12
18	17	0	114	131	15	10
18	17	0	114	136	15	4
18	17	0	114	138	15	10
18	17	0	114	141	15	11
18	17	0	114	141	15	9
18	17	0	114	151	15	12
18	17	0	114	159	15	15
18	17	0	114	160	15	5
18	17	0	114	160	15	8
18	17	0	114	162	15	7
18	17	0	114	162	15	6
18	17	0	114	171	15	11
18	17	0	114	173	15	7
18	17	0	114	176	15	13
18	17	0	114	177	15	14
18	17	0	114	141	15	13
18	17	0	114	141	15	15
18	17	0	114	141	15	15
18	17	0	114	141	15	13
18	17	0	114	141	15	6
18	17	0	114	141	15	10
18	17	0	114	141	15	12
18	17	0	114	146	15	14
18	17	0	114	151	15	15
18	17	0	114	151	15	12
18	17	0	114	153	15	10
18	17	0	114	159	15	12
18	17	0	114	164	15	14
18	17	0	114	167	15	10
18	17	0	114	175	15	8
18	17	0	114	175	15	4
18	17	0	114	162	15	13
18	17	0	114	173	15	12
18	17	0	114	173	15	14
18	17	0	114	173	15	9
18	17	0	114	173	15	15
18	17	0	114	174	15	11
18	17	0	114	167	15	9
18	17	0	114	167	15	12
18	17	0	114	176	15	11
18	17	0	114	169	15	10
18	17	0	114	171	15	5
18	17	0	114	171	15	7
18	17	0	114	172	15	11
18	17	0	114	176	15	14
18	17	0	114	170	15	5
18	17	0	114	172	15	15
18	17	0	114	175	15	12
18	17	0	114	166	15	11
18	17	0	114	167	15	5
18	17	0	114	177	15	14
18	17	0	114	166	15	14
18	17	0	114	170	15	15
18	17	0	114	176	15	12
18	17	0	114	170	15	13
18	17	0	114	170	15	13
18	17	0	114	174	15	14
18	17	0	114	174	15	15
18	17	0	114	176	15	11
18	17	0	114	176	15	12
18	17	0	114	206	15	9
18	17	0	114	198	15	14
18	17	0	114	198	15	10
18	17	0	114	199	15	7
18	17	0	114	138	15	13
18	17	0	114	138	15	4
18	17	0	114	140	15	6
18	17	0	114	141	15	13
18	17	0	114	140	15	8
18	17	0	114	141	15	5
18	17	0	114	159	15	11
18	17	0	114	175	15	7
18	17	0	114	175	15	11
18	17	0	114	161	15	5
18	17	0	114	166	15	13
18	17	0	114	210	15	12
18	17	0	114	210	15	14
18	17	0	114	211	15	8
18	17	0	114	212	15	11
18	17	0	114	216	15	11
18	17	0	114	218	15	8
18	17	0	114	218	15	9
18	17	0	114	224	15	12
18	17	0	114	158	15	9
18	17	0	114	165	15	11
18	17	0	114	166	15	12
18	17	0	114	169	15	8
18	17	0	114	173	15	5
18	17	0	114	209	15	4
18	17	0	114	210	15	12
18	17	0	114	211	15	10
18	17	0	114	213	15	11
18	17	0	114	233	15	13
18	17	0	114	240	15	7
18	17	0	114	158	15	11
18	17	0	114	164	15	7
18	17	0	114	168	15	11
18	17	0	114	170	15	9
18	17	0	114	173	15	12
18	17	0	114	177	15	10
18	17	0	114	177	15	5
18	17	0	114	177	15	11
18	17	0	114	177	15	5
18	17	0	114	177	15	12
18	17	0	114	198	15	11
18	17	0	114	211	15	13
18	17	0	114	211	15	10
18	17	0	114	225	15	5
18	17	0	114	162	15	9
18	17	0	114	162	15	7
18	17	0	114	166	15	13
18	17	0	114	168	15	13
18	17	0	114	168	15	14
18	17	0	114	175	15	9
18	17	0	114	177	15	15
18	17	0	114	198	15	15
18	17	0	114	218	15	10
18	17	0	114	236	15	12
18	17	0	114	237	15	9
18	17	0	114	238	15	6
18	17	0	114	239	15	6
18	17	0	114	242	15	11
18	17	0	114	169	15	7
18	17	0	114	173	15	15
18	17	0	114	174	15	12
18	17	0	114	176	15	11
18	17	0	114	231	15	9
18	17	0	114	167	15	10
18	17	0	114	172	15	14
18	17	0	114	208	15	15
18	17	0	114	208	15	9
18	17	0	114	208	15	7
18	17	0	114	208	15	15
18	17	0	114	166	15	8
18	17	0	114	176	15	14
18	17	0	114	177	15	13
18	17	0	114	179	15	4
18	17	0	114	209	15	12
18	17	0	114	209	15	10
18	17	0	114	209	15	13
18	17	0	114	177	15	14
18	17	0	114	198	15	14
18	17	0	114	205	15	9
18	17	0	114	206	15	12
18	17	0	114	209	15	15
18	17	0	114	209	15	9
18	17	0	114	209	15	4
18	17	0	114	209	15	14
18	17	0	114	209	15	10
18	17	0	114	210	15	12
18	17	0	114	170	15	7
18	17	0	114	177	15	7
18	17	0	114	206	15	10
18	17	0	114	209	15	4
18	17	0	114	209	15	15
18	17	0	114	166	15	10
18	17	0	114	174	15	9
18	17	0	114	209	15	8
18	17	0	114	210	15	15
18	17	0	114	211	15	12
18	17	0	114	198	15	10
18	17	0	114	198	15	7
18	17	0	114	239	15	6
18	17	0	114	211	15	13
18	17	0	114	224	15	10
18	17	0	114	211	15	11
18	17	0	114	212	15	11
18	17	0	114	234	15	4
18	17	0	114	234	15	13
18	17	0	114	239	15	11
18	17	0	114	240	15	13
18	17	0	114	240	15	9
18	17	0	114	211	15	5
18	17	0	114	218	15	5
18	17	0	114	233	15	8
18	17	0	114	241	15	13
18	17	0	114	211	15	8
18	17	0	114	211	15	6
18	17	0	114	211	15	6
18	17	0	114	212	15	4
18	17	0	114	215	15	7
18	17	0	114	215	15	13
18	17	0	114	215	15	13
18	17	0	114	231	15	9
18	17	0	114	234	15	14
18	17	0	114	210	15	13
18	17	0	114	210	15	11
18	17	0	114	211	15	15
18	17	0	114	211	15	8
18	17	0	114	241	15	13
18	17	0	114	197	15	13
18	17	0	114	204	15	6
18	17	0	114	209	15	10
18	17	0	114	210	15	4
18	17	0	114	210	15	9
18	17	0	114	224	15	13
18	17	0	114	224	15	7
18	17	0	114	203	15	10
18	17	0	114	210	15	7
18	17	0	114	211	15	15
18	17	0	114	237	15	15
18	17	0	114	198	15	13
18	17	0	114	210	15	10
18	17	0	114	210	15	14
18	17	0	114	211	15	12
18	17	0	114	215	15	11
18	17	0	114	233	15	6
18	17	0	114	237	15	11
18	17	0	114	240	15	13
18	17	0	114	210	15	8
18	17	0	114	210	15	4
18	17	0	114	211	15	14
18	17	0	114	214	15	10
18	17	0	114	222	15	7
18	17	0	114	228	15	13
18	17	0	114	236	15	6
18	17	0	114	218	15	8
18	17	0	114	222	15	10
18	17	0	114	209	15	6
18	17	0	114	209	15	8
18	17	0	114	209	15	12
18	17	0	114	209	15	14
18	17	0	114	208	15	13
18	17	0	114	207	15	11
18	17	0	114	217	15	15
18	17	0	114	209	15	9
18	17	0	114	210	15	7
18	17	0	114	210	15	9
18	17	0	114	232	15	4
18	17	0	114	203	15	6
18	17	0	114	208	15	6
18	17	0	114	210	15	4
18	17	0	114	216	15	12
18	17	0	114	218	15	6
18	17	0	114	219	15	11
18	17	0	114	220	15	15
18	17	0	114	220	15	13
18	17	0	114	228	15	8
18	17	0	114	228	15	10
18	17	0	114	210	15	13
18	17	0	114	216	15	9
18	17	0	114	219	15	9
18	17	0	114	231	15	9
18	17	0	114	239	15	13
18	17	0	114	198	15	8
18	17	0	114	201	15	11
18	17	0	114	210	15	4
18	17	0	114	210	15	9
18	17	0	114	210	15	11
18	17	0	114	214	15	4
18	17	0	114	217	15	12
18	17	0	114	231	15	4
18	17	0	114	209	15	11
18	17	0	114	209	15	14
18	17	0	114	210	15	12
18	17	0	114	210	15	6
18	17	0	114	210	15	13
18	17	0	114	219	15	9
18	17	0	114	226	15	13
18	17	0	114	234	15	7
18	17	0	114	239	15	9
18	17	0	114	241	15	13
18	17	0	114	212	15	4
18	17	0	114	221	15	11
18	17	0	114	222	15	12
18	17	0	114	215	15	10
18	17	0	114	220	15	15
18	17	0	114	221	15	10
18	17	0	114	222	15	14
18	17	0	114	217	15	13
18	17	0	114	217	15	9
18	17	0	114	218	15	11
18	17	0	114	220	15	12
18	17	0	114	220	15	11
18	17	0	114	236	15	12
18	17	0	114	217	15	10
18	17	0	114	225	15	10
18	17	0	114	217	15	10
18	17	0	114	225	15	13
18	17	0	114	234	15	14
18	17	0	114	211	15	6
18	17	0	114	202	15	6
18	17	0	114	206	15	8
18	17	0	114	211	15	11
18	17	0	114	211	15	12
18	17	0	114	209	15	7
18	17	0	114	211	15	13
18	17	0	114	211	15	10
18	17	0	114	212	15	10
18	17	0	114	223	15	10
18	17	0	114	200	15	13
18	17	0	114	212	15	8
18	17	0	114	213	15	6
18	17	0	114	213	15	15
18	17	0	114	218	15	5
18	17	0	114	205	15	15
18	17	0	114	209	15	9
18	17	0	114	214	15	6
18	17	0	114	214	15	14
18	17	0	114	216	15	8
18	17	0	114	218	15	6
18	17	0	114	218	15	11
18	17	0	114	210	15	6
18	17	0	114	210	15	10
18	17	0	114	212	15	12
18	17	0	114	213	15	15
18	17	0	114	216	15	8
18	17	0	114	216	15	12
18	17	0	114	235	15	5
18	17	0	114	235	15	5
18	17	0	114	240	15	4
18	17	0	114	241	15	11
18	17	0	114	241	15	9
18	17	0	114	211	15	7
18	17	0	114	211	15	8
18	17	0	114	212	15	4
18	17	0	114	219	15	11
18	17	0	114	211	15	11
18	17	0	114	214	15	15
18	17	0	114	215	15	13
18	17	0	114	222	15	14
18	17	0	114	226	15	12
18	17	0	114	232	15	13
18	17	0	114	235	15	9
18	17	0	114	240	15	9
18	17	0	114	211	15	12
18	17	0	114	213	15	4
18	17	0	114	217	15	5
18	17	0	114	226	15	13
18	17	0	114	230	15	8
18	17	0	114	240	15	10
18	17	0	114	241	15	9
18	17	0	114	241	15	9
18	17	0	114	211	15	13
18	17	0	114	218	15	11
18	17	0	114	222	15	9
18	17	0	114	229	15	10
18	17	0	114	230	15	6
18	17	0	114	236	15	7
18	17	0	114	241	15	9
18	17	0	114	213	15	10
18	17	0	114	213	15	11
18	17	0	114	214	15	8
18	17	0	114	217	15	4
18	17	0	114	221	15	10
18	17	0	114	233	15	13
18	17	0	114	235	15	8
18	17	0	114	235	15	14
18	17	0	114	242	15	12
18	17	0	114	231	15	15
18	17	0	114	232	15	13
18	17	0	114	236	15	13
18	17	0	114	146	15	5
18	17	0	114	149	15	14
18	17	0	114	150	15	11
18	17	0	114	146	15	4
18	17	0	114	146	15	13
18	17	0	114	153	15	8
18	17	0	114	155	15	14
18	17	0	114	155	15	10
18	17	0	114	145	15	15
18	17	0	114	145	15	4
18	17	0	114	147	15	13
18	17	0	114	152	15	12
18	17	0	114	151	15	9
18	17	0	114	151	15	7
18	17	0	114	154	15	9
18	17	0	114	147	15	11
18	17	0	114	143	15	7
18	17	0	114	143	15	11
18	17	0	114	143	15	10
18	17	0	114	162	15	9
18	17	0	114	143	15	15
18	17	0	114	158	15	9
18	17	0	114	167	15	15
18	17	0	114	142	15	14
18	17	0	114	159	15	13
18	17	0	114	161	15	8
18	17	0	114	161	15	9
18	17	0	114	162	15	4
18	17	0	114	164	15	4
18	17	0	114	169	15	13
18	17	0	114	157	15	8
18	17	0	114	159	15	13
18	17	0	114	171	15	6
18	17	0	114	166	15	12
18	17	0	114	171	15	11
18	17	0	114	156	15	7
18	17	0	114	160	15	15
18	17	0	114	168	15	7
18	17	0	114	122	15	14
18	17	0	114	176	15	15
18	17	0	114	176	15	11
18	17	0	114	176	15	15
18	17	0	114	176	15	13
18	17	0	114	173	15	5
18	17	0	114	176	15	7
18	17	0	114	210	15	7
18	17	0	114	172	15	11
18	17	0	114	173	15	15
18	17	0	114	176	15	5
18	17	0	114	174	15	12
18	17	0	114	209	15	8
18	17	0	114	209	15	13
18	17	0	114	174	15	12
18	17	0	114	174	15	13
18	17	0	114	174	15	5
18	17	0	114	209	15	15
18	17	0	114	173	15	9
18	17	0	114	173	15	12
18	17	0	114	175	15	4
18	17	0	114	175	15	11
18	17	0	114	176	15	14
18	17	0	114	239	15	10
18	17	0	114	240	15	12
18	17	0	114	241	15	4
18	17	0	114	244	15	10
18	17	0	114	239	15	8
18	17	0	114	241	15	11
18	17	0	114	235	15	5
18	17	0	114	243	15	8
18	17	0	114	241	15	13
18	17	0	114	241	15	6
18	17	0	114	246	15	12
18	17	0	114	241	15	6
18	17	0	114	241	15	13
18	17	0	114	241	15	4
18	17	0	114	239	15	14
18	17	0	114	239	15	8
18	17	0	114	240	15	9
18	17	0	114	120	15	11
18	17	0	114	120	15	8
18	17	0	114	118	15	14
18	17	0	114	120	15	9
18	17	0	114	120	15	9
18	17	0	114	120	15	14
18	17	0	114	119	15	7
18	17	0	114	120	15	14
18	17	0	114	119	15	8
18	17	0	114	120	15	9
18	17	0	114	120	15	6
18	17	0	114	120	15	10
18	17	0	114	118	15	9
18	17	0	114	120	15	5
18	17	0	114	120	15	4
18	17	0	114	125	15	15
18	17	0	114	120	15	10
18	17	0	114	129	15	6
18	17	0	114	130	15	6
18	17	0	114	128	15	14
18	17	0	114	132	15	10
18	17	0	114	133	15	11
18	17	0	114	120	15	12
18	17	0	114	120	15	4
18	17	0	114	120	15	10
18	17	0	114	130	15	11
18	17	0	114	131	15	11
18	17	0	114	131	15	6
18	17	0	114	133	15	8
18	17	0	114	135	15	8
18	17	0	114	131	15	7
18	17	0	114	121	15	4
18	17	0	114	130	15	14
18	17	0	114	121	15	13
18	17	0	114	120	15	10
18	17	0	114	120	15	13
18	17	0	114	120	15	5
18	17	0	114	131	15	10
18	17	0	114	119	15	12
18	17	0	114	120	15	9
18	17	0	114	121	15	8
18	17	0	114	233	15	5
18	17	0	114	130	15	11
18	17	0	114	130	15	11
18	17	0	114	137	15	9
18	17	0	114	120	15	10
18	17	0	114	120	15	6
18	17	0	114	119	15	4
18	17	0	114	233	15	11
18	17	0	114	236	15	5
18	17	0	114	235	15	13
18	17	0	114	134	15	6
18	17	0	114	133	15	13
18	17	0	114	131	15	10
18	17	0	114	120	15	11
18	17	0	114	120	15	9
18	17	0	114	120	15	13
18	17	0	114	233	15	9
18	17	0	114	120	15	10
18	17	0	114	120	15	7
18	17	0	114	120	15	8
18	17	0	114	134	15	8
18	17	0	114	131	15	13
18	17	0	114	138	15	12
18	17	0	114	243	15	6
18	17	0	114	243	15	5
18	17	0	114	134	15	7
18	17	0	114	237	15	13
18	17	0	114	241	15	14
18	17	0	114	241	15	8
18	17	0	114	130	15	15
18	17	0	114	130	15	11
18	17	0	114	130	15	9
18	17	0	114	120	15	8
18	17	0	114	237	15	8
18	17	0	114	127	15	13
18	17	0	114	120	15	8
18	17	0	114	120	15	6
18	17	0	114	130	15	8
18	17	0	114	126	15	5
18	17	0	114	120	15	14
18	17	0	114	138	15	13
18	17	0	114	139	15	12
18	17	0	114	120	15	6
18	17	0	114	120	15	15
18	17	0	114	119	15	5
18	17	0	114	137	15	15
18	17	0	114	119	15	13
18	17	0	114	120	15	14
18	17	0	114	146	15	13
18	17	0	114	131	15	15
18	17	0	114	232	15	8
18	17	0	114	232	15	9
18	17	0	114	233	15	5
18	17	0	114	243	15	13
18	17	0	114	233	15	12
18	17	0	114	121	15	13
18	17	0	114	120	15	12
18	17	0	114	120	15	13
18	17	0	114	120	15	9
18	17	0	114	120	15	6
18	17	0	114	241	15	13
18	17	0	114	120	15	5
18	17	0	114	243	15	15
18	17	0	114	120	15	7
18	17	0	114	237	15	5
18	17	0	114	120	15	15
18	17	0	114	239	15	6
18	17	0	114	243	15	8
18	17	0	114	120	15	4
18	17	0	114	234	15	7
18	17	0	114	120	15	10
18	17	0	114	120	15	12
18	17	0	114	210	15	7
18	17	0	114	119	15	13
18	17	0	114	209	15	9
18	17	0	114	211	15	6
18	17	0	114	212	15	6
18	17	0	114	212	15	11
18	17	0	114	215	15	9
18	17	0	114	217	15	4
18	17	0	114	217	15	13
18	17	0	114	217	15	13
18	17	0	114	218	15	13
18	17	0	114	231	15	7
18	17	0	114	242	15	8
18	17	0	114	119	15	14
18	17	0	114	120	15	13
18	17	0	114	120	15	6
18	17	0	114	125	15	12
18	17	0	114	213	15	8
18	17	0	114	120	15	7
18	17	0	114	220	15	5
18	17	0	114	232	15	14
18	17	0	114	233	15	6
18	17	0	114	120	15	12
18	17	0	114	212	15	13
18	17	0	114	213	15	9
18	17	0	114	213	15	14
18	17	0	114	120	15	10
18	17	0	114	233	15	8
18	17	0	114	233	15	13
18	17	0	114	120	15	5
18	17	0	114	120	15	9
18	17	0	114	120	15	5
18	17	0	114	119	15	15
18	17	0	114	118	15	9
18	17	0	114	119	15	15
18	17	0	114	120	15	10
18	17	0	114	118	15	13
18	17	0	114	120	15	10
18	17	0	114	120	15	7
18	17	0	114	120	15	8
18	17	0	114	121	15	7
18	17	0	114	120	15	15
18	17	0	114	119	15	7
18	17	0	114	118	15	11
18	17	0	114	246	15	8
18	17	0	114	241	15	14
18	17	0	114	241	15	4
18	17	0	114	246	15	4
18	17	0	114	246	15	4
18	17	0	114	241	15	4
18	17	0	114	240	15	13
18	17	0	114	213	15	14
18	17	0	114	215	15	12
18	17	0	114	216	15	15
18	17	0	114	216	15	11
18	17	0	114	217	15	13
18	17	0	114	217	15	6
18	17	0	114	217	15	10
18	17	0	114	217	15	14
18	17	0	114	239	15	12
18	17	0	114	209	15	6
18	17	0	114	239	15	14
18	17	0	114	217	15	12
18	17	0	114	231	15	7
18	17	0	114	239	15	15
18	17	0	114	241	15	4
18	17	0	114	213	15	4
18	17	0	114	240	15	10
18	17	0	114	236	15	12
18	17	0	114	211	15	10
18	17	0	114	213	15	7
18	17	0	114	213	15	15
18	17	0	114	213	15	5
18	17	0	114	213	15	6
18	17	0	114	239	15	10
18	17	0	114	247	15	13
18	17	0	114	238	15	4
18	17	0	114	233	15	12
18	17	0	114	241	15	15
18	17	0	114	243	15	12
18	17	0	114	239	15	4
18	17	0	114	219	15	8
18	17	0	114	209	15	9
18	17	0	114	233	15	13
18	17	0	114	198	15	4
18	17	0	114	174	15	9
18	17	0	114	177	15	5
18	17	0	114	175	15	13
18	17	0	114	174	15	10
18	17	0	114	173	15	14
18	17	0	114	172	15	13
18	17	0	114	242	15	9
18	17	0	114	218	15	12
18	17	0	114	176	15	4
18	17	0	114	232	15	12
18	17	0	114	233	15	12
18	17	0	114	134	15	10
18	17	0	114	234	15	15
18	17	0	114	130	15	8
18	17	0	114	165	15	5
18	17	0	114	165	15	12
18	17	0	114	168	15	12
18	17	0	114	168	15	11
18	17	0	114	233	15	11
18	17	0	114	233	15	11
18	17	0	114	162	15	8
18	17	0	114	162	15	7
18	17	0	114	161	15	11
18	17	0	114	239	15	10
18	17	0	114	241	15	9
18	17	0	114	160	15	10
18	17	0	114	245	15	8
